1000 10000
944 220 1014
4 646 2665
782 587 2302
747 109 6949
633 949 4745
344 17 1098
35 90 2035
520 716 8380
53 961 6311
129 223 5787
327 541 2928
47 0 3510
220 117 5422
368 507 5484
293 956 8165
330 726 9484
245 865 133
456 458 9529
856 807 1485
580 699 888
212 723 3877
458 75 1788
372 902 3795
242 282 501
143 570 7540
396 62 5312
636 319 8396
770 850 5436
360 295 566
945 318 826
4 846 7750
711 213 2036
303 219 9456
917 700 6736
246 793 8343
506 714 1735
588 718 6828
41 388 8157
371 756 7056
347 456 6662
854 227 5448
800 107 6604
661 161 597
275 779 1658
431 131 7760
612 430 499
855 299 3138
284 697 7181
607 766 5547
221 77 2767
852 943 1178
310 368 8264
775 785 7550
848 562 2967
871 249 3515
928 989 5973
936 989 5032
517 589 2196
819 569 4401
726 952 4353
478 109 9547
597 302 5234
40 906 7210
688 714 9590
763 904 3997
362 543 9723
811 95 7483
265 240 7999
256 284 8460
418 792 9667
851 790 299
89 301 1439
31 274 5158
438 862 7361
584 517 8366
352 883 4117
651 749 5645
797 53 4030
878 182 7869
871 862 4144
199 389 9928
364 322 3347
36 375 4534
593 743 6091
467 215 4370
552 500 7150
694 100 417
426 666 8795
217 897 8322
988 742 6177
760 348 6056
223 428 2687
620 636 6285
398 642 3798
420 753 5106
916 657 1910
570 95 2389
81 152 4591
62 566 4709
960 139 8399
279 531 639
923 881 5848
115 723 6839
602 714 3937
552 905 8171
668 493 8899
469 442 9033
345 217 7744
723 857 4002
191 709 7177
922 198 1015
70 555 5880
759 672 4487
197 30 9214
287 927 1788
446 690 1734
77 573 7148
441 313 6744
137 473 1744
795 942 2627
498 640 8621
249 662 3123
795 642 4066
283 448 1985
299 213 2783
99 572 7582
857 649 4765
746 870 4975
576 676 7364
903 877 6970
611 147 8103
460 708 7898
678 377 7964
420 318 2646
754 979 8037
253 149 6481
561 844 7433
735 586 8895
876 412 4324
102 130 1641
196 427 1220
301 485 6345
643 450 9599
941 422 2237
133 958 9629
292 823 2438
88 832 81
992 857 6394
248 111 6458
96 621 898
459 644 1308
286 414 6603
53 812 958
523 87 3704
864 429 6308
427 689 52
854 412 4106
984 704 9733
411 89 9319
169 457 3360
930 868 7966
437 804 6659
983 124 7598
880 777 1030
618 154 6560
149 885 5024
180 761 2759
252 1 657
667 463 2636
502 458 3614
301 751 410
55 294 7052
205 190 3589
478 483 6665
317 382 1204
692 604 4336
540 473 775
345 626 9817
279 721 232
618 48 351
82 786 127
526 86 2683
985 467 2014
40 856 6627
430 277 8571
599 743 879
763 107 8219
387 966 3661
392 6 6183
905 251 4751
413 913 8276
66 186 2014
452 216 4003
555 69 4897
32 340 2362
919 210 1086
516 176 4043
73 245 8192
809 440 1700
512 471 8268
345 294 5070
839 125 2991
917 636 2052
361 330 2584
872 700 5391
285 2 3573
319 291 8086
881 983 9270
818 746 7644
8 964 4383
861 361 8916
330 460 6313
983 206 2530
72 155 2501
185 282 8747
231 957 955
614 401 7069
843 334 5382
727 444 2727
541 185 4328
911 888 8111
57 167 2584
438 806 4954
633 474 6171
564 914 4867
819 909 793
708 558 4517
442 181 3108
619 712 7520
263 343 1302
295 592 7187
803 475 9619
511 748 7833
830 288 8764
907 671 9279
914 662 5445
130 911 6443
461 811 9661
760 783 6211
328 42 181
353 247 4691
789 778 5393
599 361 9104
810 965 9031
205 179 723
957 968 4877
675 678 2925
944 697 813
22 522 9612
370 120 3046
912 531 4155
622 318 4228
18 696 9615
894 156 5280
943 705 1775
916 435 735
701 327 8319
994 836 9866
391 170 3082
250 703 5071
831 595 9398
187 30 8576
802 232 2399
746 890 1425
617 697 7521
733 234 2266
25 997 7944
323 575 663
859 916 7372
423 447 7086
532 544 2045
82 966 8832
340 643 5002
781 341 5056
988 99 600
959 57 5163
361 997 8778
659 700 3059
693 817 1066
274 945 7398
823 973 3956
215 510 9030
275 960 4801
208 783 8852
661 647 9322
581 104 6894
451 772 5330
156 288 3604
671 622 6294
820 31 8591
343 31 3170
295 300 263
529 948 1224
16 345 5500
517 667 6062
653 389 5202
654 14 7612
67 359 6332
480 867 4391
222 669 9488
789 543 770
762 321 5189
115 883 1086
541 248 926
945 251 2677
908 663 5847
129 565 6244
197 449 3578
741 493 2695
521 299 8594
536 455 3959
795 345 9730
850 15 3695
907 967 4972
39 572 283
320 414 2971
300 434 6118
377 885 8017
137 203 6213
925 418 9498
574 861 9588
736 329 4699
988 244 6989
10 923 6287
430 397 2729
590 625 3518
839 626 9748
894 405 7389
266 847 1178
863 638 3149
749 72 6099
833 255 6793
444 755 9562
148 799 4241
71 576 5750
783 126 1808
751 155 1857
718 476 9281
161 414 6630
271 308 1173
8 877 1877
666 177 8708
301 46 7264
860 445 3065
846 947 6601
796 356 4065
19 753 3311
802 283 171
456 182 7079
23 956 4143
693 875 1727
27 584 379
641 195 2744
702 299 5646
210 158 9597
230 543 8929
63 617 1511
500 388 1374
223 22 3224
774 384 7858
634 314 9523
89 738 9940
643 681 4343
411 422 1896
395 194 3359
374 716 5987
492 842 5494
798 102 2829
226 243 3199
67 521 7384
848 680 9417
268 590 2858
990 480 8579
720 896 9162
88 665 8452
964 913 4491
553 13 1929
529 290 684
277 445 8840
503 641 3608
621 0 1128
144 275 6002
841 830 1255
754 795 1618
880 105 9393
797 89 7536
939 343 3290
8 69 2130
227 465 1086
940 943 3889
158 535 4557
710 390 8558
345 310 9660
808 365 2690
641 680 9661
654 820 7860
261 984 8851
915 659 4488
967 54 5790
811 868 2286
716 603 4867
865 437 3517
9 915 9806
596 129 6483
997 108 8675
394 728 7066
456 288 6769
648 604 2249
599 110 52
406 703 7889
366 99 9287
171 420 7173
532 646 1367
296 574 7401
754 133 7186
171 229 23
768 271 6215
835 773 1685
304 219 5667
919 240 7015
289 216 5388
705 928 8451
175 404 8792
496 814 2150
815 335 1875
82 372 3462
859 32 2520
91 328 514
824 649 6086
422 49 9584
761 104 913
636 369 6500
600 555 2538
775 555 2741
246 13 9285
535 140 8258
552 197 4569
252 788 699
813 294 107
286 963 7489
482 214 2147
635 380 7390
19 11 548
322 626 3125
33 394 6303
215 893 1354
542 453 1089
757 522 261
525 463 5771
440 996 9554
234 622 7417
508 303 4429
161 262 4751
941 582 2110
33 399 3460
174 589 1272
691 597 9290
176 81 9478
176 211 3604
638 864 6988
324 71 1973
276 588 8002
425 962 2931
481 362 3895
129 673 9750
881 379 6796
309 675 1869
521 563 9966
473 542 2083
724 935 1427
418 558 8511
306 637 1336
664 15 9561
913 187 4786
681 531 6510
651 682 138
31 512 6574
847 388 8464
599 710 8090
393 928 2070
421 276 9028
228 243 9513
620 655 96
252 392 8609
57 637 5742
777 427 8974
897 306 4809
296 271 455
333 417 3872
838 443 9994
292 853 2471
801 220 5072
551 981 5419
619 428 1320
56 192 7162
178 568 7631
510 973 9868
570 389 2849
683 535 4370
850 463 9818
796 769 9491
591 750 6296
595 979 1494
165 342 8056
532 57 6379
502 190 1947
371 600 4935
96 694 468
932 882 63
940 461 6778
636 724 5438
357 270 5862
265 829 4612
938 108 4620
736 107 1478
328 503 5953
402 176 4054
694 275 2464
550 523 9232
971 505 5502
448 735 8078
507 338 1244
767 594 7934
94 734 3098
305 798 9187
181 383 5753
3 492 3834
643 336 9661
149 628 4202
407 529 7870
710 129 6815
290 829 3016
567 128 6298
743 59 3245
350 113 3555
830 991 2524
913 235 6421
791 459 4174
160 174 3348
239 609 8560
106 262 9858
745 610 140
573 895 7175
424 750 8612
113 292 6733
178 297 3811
90 20 9892
99 760 183
136 16 4927
603 902 4693
295 909 3893
576 291 9699
566 934 4546
190 938 6013
803 660 6290
247 791 3286
907 799 9713
546 791 9877
336 72 3552
204 493 5995
171 954 9089
288 890 7861
661 14 1647
105 447 142
662 553 3133
30 80 7546
202 217 2947
241 790 1640
56 90 7119
55 153 323
247 470 6866
591 37 1423
80 358 6940
216 158 3335
773 119 7745
802 444 7065
363 667 8260
770 866 3044
343 591 6128
499 509 5752
187 710 6622
500 977 9121
361 466 3051
567 23 719
323 899 6164
55 619 6560
109 634 1273
440 141 895
961 628 1496
638 809 4173
385 686 3208
519 786 1231
762 821 5977
505 278 619
502 836 912
883 731 9992
824 854 325
937 755 7135
792 450 2890
264 506 9538
559 875 2566
119 914 2381
888 487 6043
878 509 2015
823 795 7277
931 483 2582
414 516 5891
965 487 7546
577 529 1390
925 704 9841
679 540 6918
736 30 9249
275 390 9847
96 600 6680
287 690 2512
911 364 9532
84 940 1024
378 741 9546
437 458 7619
488 877 8396
201 873 7927
652 448 9007
108 604 7793
292 142 1709
653 945 7855
275 507 1196
308 449 7557
88 727 2907
696 271 4426
298 952 6586
518 757 779
513 778 4664
158 337 6604
743 863 5927
933 102 4496
310 699 4933
713 383 8911
408 352 5397
926 308 6967
853 584 1018
785 610 4543
556 918 5194
486 662 6560
705 569 3787
266 644 9732
239 861 914
483 398 8764
570 696 7439
708 769 9839
550 899 6916
807 853 6935
71 113 2298
609 419 7708
266 142 2354
15 325 9481
936 182 9512
550 829 2368
207 949 8306
793 487 8889
459 603 9546
187 336 6078
881 491 467
711 484 2425
925 495 3221
992 4 5604
779 984 613
133 34 8186
913 293 9841
152 943 9783
168 674 6379
708 960 3467
517 261 990
707 973 2105
417 721 9877
588 566 9048
483 648 8711
181 709 2668
395 293 9254
993 774 7261
438 744 6677
891 23 7739
746 457 1956
270 377 4500
236 955 1318
210 333 9285
119 563 4364
208 516 8438
949 130 1354
82 357 8621
771 27 5013
154 625 7300
261 910 5988
177 151 9490
625 360 6925
276 919 3288
826 227 5578
752 367 9689
155 872 8294
785 361 5508
382 566 358
530 122 801
135 945 6548
938 944 8140
174 153 2509
543 471 8818
250 888 2878
451 930 8334
62 906 236
35 880 2031
770 155 4899
464 525 5945
64 412 4398
121 462 6446
945 798 9207
240 943 5215
597 257 9300
768 382 8783
101 988 8011
39 277 5085
537 109 4695
298 527 6993
904 718 2949
413 97 7911
139 658 3203
745 434 3768
690 908 4909
183 165 2080
512 291 2213
28 16 4224
573 246 1763
941 562 4280
160 982 4376
721 964 4894
34 930 2840
157 140 3230
869 241 6659
161 203 8593
898 792 6883
280 443 2266
319 762 5794
619 735 5611
488 436 582
353 891 8932
92 323 7067
712 106 3916
866 240 1655
968 786 1573
489 682 7388
271 431 8049
786 869 760
417 248 2497
328 37 5537
75 623 6882
645 568 1388
344 528 7147
359 522 9171
734 769 103
847 469 3117
816 510 9775
291 530 6268
630 736 6016
519 920 2702
766 995 3778
928 742 4575
627 482 3975
647 471 8499
319 896 7052
949 521 2398
633 753 9558
326 102 3741
252 526 6240
141 677 4074
324 915 5088
170 780 8761
770 123 202
666 611 6139
557 281 2863
382 67 4925
143 594 9178
499 545 4609
618 517 4104
711 781 215
132 667 7667
333 265 2429
150 949 1636
140 675 873
361 836 2980
756 641 6967
544 524 4469
257 889 4741
133 823 9988
933 51 5661
636 179 2435
435 774 7587
948 518 8930
160 914 366
946 9 7143
597 423 1542
297 160 5618
549 225 8663
19 50 5108
366 758 7545
71 820 2617
443 808 2437
540 140 8784
362 107 1057
552 266 4833
635 683 9406
86 547 4071
69 945 8765
688 981 1638
251 265 887
119 658 2378
317 946 6629
314 121 7083
479 573 7386
993 959 1422
863 266 3832
470 510 6103
663 485 2816
687 19 7781
91 565 5537
921 365 2592
732 47 222
244 936 2090
130 360 724
576 810 6393
737 418 6867
202 0 4127
250 754 9359
515 643 6346
938 469 9631
581 438 9608
81 172 3447
768 541 9345
387 684 6845
125 583 9072
245 82 5165
786 680 1772
305 184 466
628 101 689
834 776 7112
319 158 4071
445 680 46
771 281 1349
285 151 9315
183 890 4328
396 558 8298
382 24 2759
907 99 6031
472 808 4860
660 912 9118
444 693 9960
361 249 5513
547 340 5042
721 943 4701
177 843 3667
353 80 6809
695 582 2782
92 656 8477
957 236 8966
165 969 2989
673 532 9470
768 211 6004
296 364 610
151 974 2008
787 852 1185
985 899 5022
719 171 7864
826 439 4703
514 329 3135
718 229 6509
153 135 7876
995 801 5955
287 666 739
427 84 5744
193 578 9386
136 859 2080
496 742 8330
245 10 9314
645 770 6513
788 363 6084
74 283 9014
746 271 1617
493 822 9886
214 258 9271
18 883 109
590 657 1568
870 333 7404
639 545 2726
288 453 6366
7 893 1567
186 553 9431
618 150 7011
52 860 9397
590 263 7868
211 131 6791
567 125 9282
518 19 6973
612 25 8361
45 211 1943
516 49 3367
707 170 296
976 953 3666
391 627 6030
570 844 5598
161 310 5484
189 272 1647
89 684 5656
640 280 7804
773 285 5717
377 615 1640
960 176 2041
466 99 30
399 716 6778
666 175 7859
698 642 5589
755 257 7316
29 367 9221
239 21 5943
198 962 9985
996 957 1509
575 391 5669
744 865 9170
557 233 6688
971 450 6958
899 723 76
667 753 4660
929 161 5574
750 334 1362
922 627 7909
460 291 812
186 25 2203
134 747 9923
218 910 6504
833 78 9657
970 273 946
241 690 4396
786 435 507
283 788 9773
697 761 566
535 133 5724
559 519 157
255 28 7059
695 254 5046
863 82 760
432 490 2186
890 823 6139
199 697 826
19 550 2845
616 127 4811
832 477 4039
394 780 985
561 536 6052
936 166 2034
477 227 5816
541 982 2281
163 491 1343
446 570 887
25 405 5626
315 10 8559
224 153 6796
590 216 9792
698 239 8602
924 930 4316
815 387 2777
252 692 2618
376 485 9256
828 355 7049
634 228 5817
920 186 1638
607 696 2019
416 630 284
51 121 8938
486 505 4219
453 99 5546
772 893 517
998 711 4143
234 744 1052
285 133 9900
823 433 2984
842 917 576
852 282 7769
888 687 9007
164 922 1729
802 413 8671
947 932 5429
532 575 3840
883 576 612
652 100 1198
176 589 9662
9 393 45
373 337 5050
373 558 1333
453 597 7860
595 325 6375
458 226 5390
817 487 110
35 547 8809
542 314 9146
213 832 5989
494 220 4883
897 584 8783
537 265 2499
893 368 3951
629 642 8776
371 709 8722
276 729 7743
806 124 6264
309 874 1020
233 291 2530
188 287 8453
722 201 7863
301 698 8407
794 340 8644
46 298 2377
181 361 4626
636 110 6218
935 384 4219
761 424 3008
972 224 8233
953 792 3158
306 94 2538
163 980 2121
819 211 9724
465 760 6858
106 573 6592
392 578 2126
555 202 7876
466 292 5363
278 137 3099
711 441 3494
701 75 880
277 49 2178
957 156 3930
813 258 4651
25 984 1306
349 481 6816
78 507 8848
82 554 9891
982 448 4655
797 505 8546
487 377 6583
765 351 2068
305 238 2126
85 9 6941
759 149 8136
504 126 7638
355 553 7006
418 126 6296
570 956 8169
966 440 8969
50 242 5475
883 681 6889
596 498 5173
683 553 6721
204 687 2075
700 536 8985
215 61 5849
655 682 8489
489 48 4158
179 479 3602
15 883 9548
869 571 2599
883 565 9651
964 905 8252
313 648 3265
386 567 4927
38 731 1917
901 551 2678
790 122 9324
684 766 1030
186 394 1267
12 663 3175
886 50 6066
935 285 9713
169 93 1032
691 656 6003
42 418 312
913 640 2592
356 349 741
447 89 7974
129 877 5926
654 179 7664
177 876 3800
107 555 1375
217 242 6574
819 685 1367
758 959 1057
679 425 429
940 457 6159
955 618 2336
286 640 5785
840 718 4746
349 697 2205
246 899 1745
864 450 7722
137 755 844
107 730 2
891 60 5476
32 35 9576
859 220 2630
358 220 4223
913 974 7387
373 174 3884
546 0 5637
446 162 453
519 521 4344
235 374 4353
515 785 3781
820 248 8789
326 832 9096
749 529 7891
662 77 9406
15 290 3135
924 862 5406
90 326 1329
876 190 3398
510 870 5868
43 506 7978
376 299 7280
20 957 8780
461 969 6658
559 651 8612
460 407 9729
595 273 6669
365 57 8188
0 962 8386
464 165 5529
420 449 972
402 784 6080
140 35 5508
304 731 3064
452 944 3979
334 799 4808
538 967 6397
625 995 5205
226 169 7564
556 98 8938
931 178 4999
354 817 6567
238 23 7707
795 12 1413
886 746 6824
885 916 1132
668 972 7297
66 785 3961
144 356 1754
210 773 9339
91 628 6972
964 449 2751
958 248 386
217 569 9895
335 60 7991
152 742 6933
900 740 1935
462 597 8708
574 945 6743
86 663 8122
337 661 8456
795 655 8043
519 758 214
929 965 6661
946 963 4811
520 617 2549
63 982 7104
681 245 8335
464 624 7392
755 813 3282
682 649 9545
762 978 3608
658 158 3856
798 109 2560
3 759 4793
736 963 1613
986 168 1831
953 560 5448
354 736 1185
745 479 5337
511 300 6474
893 609 4276
242 976 6611
864 9 1892
555 8 8421
801 243 6271
61 490 3743
64 578 5694
625 37 9316
212 938 4350
610 603 1102
332 597 4122
995 191 3160
793 173 2307
990 291 7416
161 199 1393
985 584 700
91 346 1880
464 955 4345
324 321 1169
139 605 5591
122 141 417
60 673 7203
117 472 5123
499 406 6939
756 873 6032
441 226 35
509 608 7699
186 614 3312
669 765 375
114 964 7986
374 466 1503
181 572 368
363 539 1309
829 638 4647
785 463 8428
38 339 9357
540 116 1125
477 748 8278
593 827 9170
276 939 1661
188 118 1274
768 888 5579
6 894 4048
722 700 9070
908 891 5884
915 573 257
541 625 578
540 755 2874
295 339 5437
984 758 7551
623 147 7074
708 364 7508
320 447 8726
474 532 3917
853 635 6920
244 521 287
64 17 8159
771 129 6868
798 820 9920
699 263 3577
965 915 3560
550 648 1870
520 819 9635
501 937 4366
998 327 3903
510 871 7137
318 265 9505
557 656 1181
147 969 6853
641 159 7053
749 475 1591
846 794 1142
722 792 1340
693 823 1142
37 188 2307
956 307 8715
674 59 4403
783 41 8337
919 617 6016
992 875 2789
18 732 5091
818 203 9897
723 399 927
746 12 6508
634 24 8902
553 299 5783
261 362 8740
242 378 6093
366 199 8957
618 648 9939
364 138 1768
171 461 467
493 249 2731
748 408 3372
653 271 3179
514 388 1989
750 826 3865
331 530 8059
5 775 6901
127 798 4288
56 861 8574
314 947 5331
387 747 2221
207 307 2601
350 33 8889
611 108 8386
761 785 4262
208 637 9199
142 772 8935
98 379 113
360 523 416
963 6 4094
945 641 669
365 6 3185
367 887 9103
943 343 6600
708 28 890
318 658 5891
586 813 8174
320 30 5903
285 365 2070
230 513 4660
211 784 5322
184 811 5067
501 527 1073
777 10 2769
162 727 9416
894 740 4808
644 920 9553
939 371 1525
551 239 7275
773 373 9202
63 154 3532
486 80 2431
320 712 4490
444 820 3487
860 227 1338
348 744 791
145 728 347
278 851 6073
827 109 387
726 872 3939
762 913 3065
660 887 3344
866 491 525
811 165 6754
764 565 7436
316 703 7457
572 829 5174
759 261 3943
542 623 5720
666 258 3779
304 637 9591
429 705 3267
654 401 7753
198 518 7122
133 888 7899
144 929 4778
740 612 514
345 691 210
740 872 5575
589 464 8103
168 500 5094
683 340 2191
949 709 6789
536 725 6430
871 179 9577
95 66 3064
563 250 8158
369 161 7461
308 618 2215
415 378 7328
817 699 2134
804 175 4548
888 209 3570
153 448 769
54 792 5097
499 761 7709
230 675 2194
597 27 4521
293 567 9084
784 123 7328
146 608 8409
647 485 3349
149 113 9309
709 982 323
71 607 2855
455 3 8916
428 145 8500
966 45 5436
690 781 3040
742 438 6901
673 948 138
403 296 1253
362 486 8431
643 881 8497
379 409 6040
772 787 183
315 805 2602
440 460 674
252 996 3148
556 391 9447
531 124 3336
758 65 6305
445 845 6508
836 757 1552
704 536 2859
403 677 3913
502 107 4256
276 230 8003
792 344 3799
903 457 2912
698 14 4275
519 835 4897
653 980 3233
634 582 87
411 700 1411
505 94 8384
878 595 4820
723 933 6328
676 997 8211
69 430 4530
347 93 3048
619 773 7965
797 718 7060
689 455 7866
62 401 9020
376 308 1890
352 906 50
434 690 5203
435 867 3271
454 25 9596
526 739 4490
112 940 7641
363 38 5299
765 981 6877
842 63 9029
118 437 8110
853 198 169
855 44 9236
228 186 1307
258 983 1761
877 67 1556
864 922 7005
676 964 1306
737 844 1670
117 903 6528
292 410 4876
465 245 264
896 643 1536
536 464 726
757 575 5716
296 808 7801
143 122 4899
217 62 9638
439 305 9081
324 783 9611
110 314 9992
184 163 9931
536 504 5486
208 933 953
933 548 7872
768 959 3367
905 778 1540
910 228 5521
22 886 3167
198 374 8565
813 902 6983
61 754 5905
668 697 2658
953 993 6282
225 861 1339
764 633 1849
531 850 6866
503 482 6880
335 247 5389
455 134 5414
38 41 1504
332 88 7909
191 271 2241
175 105 8833
371 507 7003
622 458 8411
777 902 7971
532 143 5685
744 574 6787
750 304 4073
103 520 3707
75 570 6412
798 205 1691
769 8 4346
54 440 8406
311 163 6517
639 493 4590
946 544 9710
514 598 3061
850 359 3803
424 938 434
549 571 6324
61 92 9183
8 830 7762
842 910 8695
920 4 2688
755 189 5904
884 853 6135
633 459 461
395 876 1701
187 229 9341
116 85 7286
104 244 1210
123 264 6434
245 653 930
397 167 250
475 561 3045
218 894 7823
893 751 4215
916 237 7781
194 869 132
139 542 6868
219 341 8174
628 173 2833
3 250 9718
520 854 8778
808 925 7359
802 220 7846
339 477 7668
524 334 293
223 543 5216
684 867 8793
120 761 3179
139 709 2746
56 44 7470
443 682 2921
181 417 3455
306 281 1228
324 345 4508
59 158 3122
225 906 9210
934 424 5437
812 268 7253
567 826 4451
275 310 9511
878 38 5553
707 136 749
347 835 8856
515 325 5434
51 13 7180
338 480 9685
563 185 5266
37 910 6089
541 888 4628
310 820 8004
361 116 4461
460 478 9348
641 393 7395
943 59 4052
462 821 6471
918 475 167
242 376 6955
42 464 9372
818 362 3596
881 543 5847
219 623 1738
6 136 3192
755 490 6382
884 831 5662
129 212 2832
640 131 8395
789 834 1183
190 835 4561
40 233 4998
135 627 7823
357 950 9325
968 857 2654
80 526 2944
737 239 7008
332 897 6322
214 788 6549
569 292 2666
29 131 4017
973 881 1499
178 179 4401
642 12 4331
735 319 8801
70 528 4992
670 547 4020
62 531 8705
228 404 2301
828 3 3791
845 595 4635
861 933 7001
399 905 4677
254 466 9544
672 221 3192
793 283 9590
32 969 5652
606 213 1525
105 288 579
425 642 5165
809 643 2543
573 370 2600
223 513 2758
673 308 2843
282 558 9715
163 623 4650
27 620 167
36 693 152
163 564 1212
165 590 1974
340 135 7790
135 384 7122
854 585 9195
974 133 2158
395 846 4746
958 30 6861
8 681 3685
690 174 1491
503 91 633
111 156 174
421 931 946
697 745 5654
645 923 6559
634 337 6099
315 799 2188
965 523 9615
467 841 4154
698 825 723
240 660 9735
786 969 6448
336 950 9956
159 567 4602
175 8 276
725 125 2123
598 983 368
112 963 154
114 170 7378
958 891 9306
649 520 5695
610 789 782
870 288 7781
570 701 2373
279 776 1457
732 920 9611
314 82 743
164 521 4544
949 337 6533
872 466 6352
639 773 4237
682 201 5100
108 644 4995
751 904 8873
711 988 6977
888 405 2959
995 151 4372
335 912 1699
515 441 3314
222 785 9356
671 559 5033
746 452 8902
47 980 8199
346 391 419
343 213 4544
418 456 2378
75 401 3417
698 72 5072
645 106 7220
216 700 4410
257 75 5932
434 781 2042
504 104 5837
637 760 142
903 942 4933
797 243 3023
185 429 9608
560 234 9297
32 446 760
645 309 2694
372 761 4825
460 944 3571
779 176 8478
671 563 5956
925 729 3995
437 2 8490
381 574 805
745 491 9554
814 818 5236
589 949 9329
48 42 191
589 72 7208
916 669 3260
22 132 7887
243 200 1507
357 407 5981
396 214 7249
211 266 4053
263 421 9321
39 311 4755
190 701 3771
393 614 8390
361 938 1713
900 948 5566
845 735 2525
489 262 6539
237 635 6836
32 227 8821
342 525 2395
169 380 7528
955 789 7931
803 152 9570
604 229 465
613 764 5633
501 411 2940
510 128 6208
590 25 8937
171 126 9762
284 432 1221
499 206 2415
983 580 8924
845 198 9911
588 37 851
635 411 3936
958 537 1486
885 681 7042
120 802 744
327 213 2250
235 238 6265
198 3 4160
192 256 5027
67 439 6835
364 195 634
815 147 4589
244 83 7125
254 45 1721
322 827 752
86 452 7193
821 50 6776
126 723 807
1 793 3934
576 641 9502
883 706 6725
298 258 2973
429 515 3169
453 921 3932
648 591 4356
906 375 2493
949 110 352
516 427 3032
243 191 3518
972 975 8620
258 473 3288
521 745 5771
725 27 3741
964 115 7203
392 418 6502
308 912 1062
663 722 1806
206 891 2273
819 829 2523
515 669 8407
408 450 381
907 458 357
948 347 5703
614 317 59
590 281 2244
828 227 9118
464 557 361
727 917 2134
517 363 3166
924 641 6410
3 256 758
471 248 3628
399 823 8812
367 150 5362
650 633 9394
630 800 9473
917 133 4944
758 160 1265
392 736 1370
773 81 1075
472 13 4719
917 836 2513
431 50 5726
633 835 3429
692 338 5963
896 666 1084
691 770 6900
528 815 2061
381 802 5772
351 801 4758
974 518 777
533 912 5253
193 147 3020
784 701 2046
916 703 5535
599 635 1914
959 437 3308
464 242 9247
547 238 2158
823 919 7451
742 838 1311
524 435 2324
889 179 8897
34 947 7292
766 748 4758
390 848 1584
796 311 7850
619 165 4336
399 5 2559
4 450 3013
194 504 420
359 947 3525
870 393 7714
756 701 3841
7 647 2017
865 615 6675
907 334 7695
211 307 1723
728 584 818
531 40 2118
917 489 6882
742 936 368
415 52 9259
463 148 7679
832 127 757
540 245 946
339 454 3797
857 150 9016
306 780 9040
347 30 2904
133 30 5426
754 444 5470
133 771 6450
737 320 2453
497 28 9843
963 632 4003
274 752 1601
406 328 2659
932 962 4031
532 633 2630
14 344 4437
448 241 7808
157 978 2499
892 146 8422
75 38 411
813 374 319
261 333 9048
402 133 9080
780 923 1409
487 409 8515
88 495 8739
476 976 7607
79 861 935
604 297 7114
766 158 8723
651 545 1173
186 143 7396
373 353 4745
90 882 2921
820 115 3317
80 106 7032
321 837 903
937 357 8186
442 343 4270
787 19 1464
107 580 2677
503 818 922
949 808 9598
710 425 5448
439 42 7967
704 250 2392
402 877 9660
130 138 2142
106 507 5503
868 301 5071
772 209 5349
588 356 8551
954 258 6424
782 366 8593
772 895 5713
986 297 937
107 332 8768
190 62 5332
22 74 6638
775 364 5472
219 603 5086
630 322 6394
429 833 1919
874 411 9119
371 490 5420
146 613 7052
515 232 5789
468 406 5285
462 692 7217
706 152 3102
252 750 5199
399 682 4848
449 448 3331
761 25 359
645 692 338
516 145 3637
801 863 3515
106 639 5958
323 396 3260
110 179 3773
840 883 932
275 18 391
313 775 7272
501 957 2469
243 23 8705
453 763 2891
43 360 7959
237 902 2180
777 35 4713
810 217 555
326 755 1456
717 934 3548
653 936 5527
837 8 4039
216 618 2775
970 78 3225
23 108 1262
608 441 803
368 991 1455
120 966 8067
309 229 2717
845 631 306
114 932 3411
481 548 702
672 990 1677
601 453 5687
204 97 3717
485 180 5074
166 659 2258
542 401 4093
2 115 3315
588 673 5790
386 861 9580
361 414 6124
100 99 4488
334 844 662
988 926 8401
602 742 6513
368 170 4962
588 506 8404
592 159 4580
769 592 317
121 631 9195
155 783 5607
168 700 2393
683 672 1465
768 148 8378
247 668 97
818 603 872
741 582 8282
534 365 4320
778 585 2679
893 537 6585
552 809 2190
472 374 1656
100 905 7394
614 346 6273
362 608 1595
173 156 6495
851 117 8550
506 801 3165
560 90 346
738 588 808
571 461 5266
694 118 2443
851 363 9301
520 616 9918
173 305 485
926 953 4236
749 810 8479
590 574 7086
197 48 347
102 954 9118
637 684 9577
718 176 1280
697 737 1789
439 129 8786
629 271 4134
911 603 5446
883 349 2781
292 125 8286
775 421 535
75 982 1899
178 228 4775
246 306 8348
613 591 5137
31 74 242
805 32 9318
228 592 5050
548 958 6361
101 190 6966
930 810 3997
581 687 4432
925 978 4798
381 727 7715
223 704 2832
766 808 5580
277 921 9573
54 235 3356
880 786 1978
164 75 444
11 338 5388
124 3 7577
787 845 6158
94 261 3258
531 368 1823
709 41 2230
53 765 2850
822 840 8527
761 67 2023
185 83 1129
823 864 3464
547 347 9004
335 83 2743
76 80 3837
535 620 6695
277 972 9150
8 712 4781
226 163 9756
500 449 6255
181 65 9990
78 122 2477
198 130 5510
196 241 6952
205 892 7009
462 881 6427
588 576 1665
274 157 2320
563 186 6207
730 204 1049
752 816 726
99 844 1413
812 309 2309
853 565 4789
866 190 7837
795 230 8247
763 560 7448
927 829 7324
900 422 803
830 109 3657
648 620 7835
727 416 2038
911 370 6556
6 632 3883
196 87 297
